Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1616667394999,25/03/2021 10:16:34,1616667394676,13,25/03/2021 23:16:34,47307,12,task-8w8s,,11303719,5f51928b9cd7773e67c1f84a,3447795,,complete,,605c6072f21a45f085571cd4,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1200,1920x1058,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,18814.32,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667395389,25/03/2021 10:16:35,1616667394769,13,25/03/2021 23:16:34,47307,12,task-8w8s,,11303719,5f51928b9cd7773e67c1f84a,3447795,,complete,,605c6072f21a45f085571cd4,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1200,1920x1058,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667395389,25/03/2021 10:16:35,1616667394769,13,25/03/2021 23:16:34,47307,12,task-8w8s,,11303719,5f51928b9cd7773e67c1f84a,3447795,,complete,,605c6072f21a45f085571cd4,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1200,1920x1058,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,18952,,,,,0,1,0,,,,,,
1,1616667379392,25/03/2021 10:16:19,1616667379099,2,25/03/2021 12:16:19,47307,12,task-8w8s,,11303722,60460d45e253b801e6d02c54,3447784,,complete,,605c61c5ed6b11900f271467,computer,Desktop or Laptop,Mac OS 10.15,Firefox 83.0,1440x900,1440x826,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667392624,25/03/2021 10:16:32,1616667392368,2,25/03/2021 12:16:32,47307,12,task-8w8s,,11303722,60460d45e253b801e6d02c54,3447784,,complete,,605c61c5ed6b11900f271467,computer,Desktop or Laptop,Mac OS 10.15,Firefox 83.0,1440x900,1440x826,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,13217.16,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667392874,25/03/2021 10:16:32,1616667392456,2,25/03/2021 12:16:32,47307,12,task-8w8s,,11303722,60460d45e253b801e6d02c54,3447784,,complete,,605c61c5ed6b11900f271467,computer,Desktop or Laptop,Mac OS 10.15,Firefox 83.0,1440x900,1440x900,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,101.07999999999993,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667392874,25/03/2021 10:16:32,1616667392458,2,25/03/2021 12:16:32,47307,12,task-8w8s,,11303722,60460d45e253b801e6d02c54,3447784,,complete,,605c61c5ed6b11900f271467,computer,Desktop or Laptop,Mac OS 10.15,Firefox 83.0,1440x900,1440x900,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,13360,,,,,0,1,0,,,,,,
1,1616667415099,25/03/2021 10:16:55,1616667421818,13,25/03/2021 23:17:01,47307,12,task-8w8s,,11303772,5efd3024b3334517cc2b6b32,3447804,,complete,,605c6287b2c475b662b0c4ee,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667424995,25/03/2021 10:17:04,1616667431746,13,25/03/2021 23:17:11,47307,12,task-8w8s,,11303772,5efd3024b3334517cc2b6b32,3447804,,complete,,605c6287b2c475b662b0c4ee,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,9900,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667425325,25/03/2021 10:17:05,1616667431831,13,25/03/2021 23:17:11,47307,12,task-8w8s,,11303772,5efd3024b3334517cc2b6b32,3447804,,complete,,605c6287b2c475b662b0c4ee,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667425325,25/03/2021 10:17:05,1616667431836,13,25/03/2021 23:17:11,47307,12,task-8w8s,,11303772,5efd3024b3334517cc2b6b32,3447804,,complete,,605c6287b2c475b662b0c4ee,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,10018,,,,,0,1,0,,,,,,
1,1616667476451,25/03/2021 10:17:56,1616667475564,2,25/03/2021 12:17:55,47307,12,task-8w8s,,11303828,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x693,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667489719,25/03/2021 10:18:09,1616667488906,2,25/03/2021 12:18:08,47307,12,task-8w8s,,11303828,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x693,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,13115.980000000001,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667489984,25/03/2021 10:18:09,1616667488947,2,25/03/2021 12:18:08,47307,12,task-8w8s,,11303828,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x693,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,116.65999999999985,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667489984,25/03/2021 10:18:09,1616667488976,2,25/03/2021 12:18:08,47307,12,task-8w8s,,11303828,6016bbe3a28c6014fd3236b8,3447827,,complete,,605c615f3004e4ecbf73719b,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x693,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,END TASK,,,,,13412,,,,,0,1,0,,,,,,
1,1616667483795,25/03/2021 10:18:03,1616667483680,13,25/03/2021 23:18:03,47307,12,task-8w8s,,11303832,5806d62a030efb00019213d8,3447821,,complete,,605c629b303812612dc4d57b,computer,Desktop or Laptop,Windows 10,Firefox 84.0,1366x768,1366x631,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667489765,25/03/2021 10:18:09,1616667489631,13,25/03/2021 23:18:09,47307,12,task-8w8s,,11303832,5806d62a030efb00019213d8,3447821,,complete,,605c629b303812612dc4d57b,computer,Desktop or Laptop,Windows 10,Firefox 84.0,1366x768,1366x631,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,5883.02,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667490218,25/03/2021 10:18:10,1616667490011,13,25/03/2021 23:18:10,47307,12,task-8w8s,,11303832,5806d62a030efb00019213d8,3447821,,complete,,605c629b303812612dc4d57b,computer,Desktop or Laptop,Windows 10,Firefox 84.0,1366x768,1366x631,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,400,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667490218,25/03/2021 10:18:10,1616667490019,13,25/03/2021 23:18:10,47307,12,task-8w8s,,11303832,5806d62a030efb00019213d8,3447821,,complete,,605c629b303812612dc4d57b,computer,Desktop or Laptop,Windows 10,Firefox 84.0,1366x768,1366x631,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,6339,,,,,0,1,0,,,,,,
1,1616667534191,25/03/2021 10:18:54,1616667534889,11,25/03/2021 21:18:54,47307,12,task-8w8s,,11303880,5f24227c55217f000a870161,3447817,,complete,,605c62c6b2c475b662b0c4f4,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667547508,25/03/2021 10:19:07,1616667548249,11,25/03/2021 21:19:08,47307,12,task-8w8s,,11303880,5f24227c55217f000a870161,3447817,,complete,,605c62c6b2c475b662b0c4f4,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,13314.48,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667547867,25/03/2021 10:19:07,1616667548332,11,25/03/2021 21:19:08,47307,12,task-8w8s,,11303880,5f24227c55217f000a870161,3447817,,complete,,605c62c6b2c475b662b0c4f4,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,99.97999999999956,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667547867,25/03/2021 10:19:07,1616667548339,11,25/03/2021 21:19:08,47307,12,task-8w8s,,11303880,5f24227c55217f000a870161,3447817,,complete,,605c62c6b2c475b662b0c4f4,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,13450,,,,,0,1,0,,,,,,
1,1616667629327,25/03/2021 10:20:29,1616667628529,-4,25/03/2021 06:20:28,47307,12,task-8w8s,,11303969,603962ba7dc2aa49b92a445f,3447859,,complete,,605c627b2e01f980b6d386fc,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667650095,25/03/2021 10:20:50,1616667649254,-4,25/03/2021 06:20:49,47307,12,task-8w8s,,11303969,603962ba7dc2aa49b92a445f,3447859,,complete,,605c627b2e01f980b6d386fc,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,20698.92,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667650267,25/03/2021 10:20:50,1616667649404,-4,25/03/2021 06:20:49,47307,12,task-8w8s,,11303969,603962ba7dc2aa49b92a445f,3447859,,complete,,605c627b2e01f980b6d386fc,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,149.97999999999956,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667650267,25/03/2021 10:20:50,1616667649406,-4,25/03/2021 06:20:49,47307,12,task-8w8s,,11303969,603962ba7dc2aa49b92a445f,3447859,,complete,,605c627b2e01f980b6d386fc,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,20877,,,,,0,1,0,,,,,,
1,1616667669273,25/03/2021 10:21:09,1616667669099,0,25/03/2021 10:21:09,47307,12,task-8w8s,,11304013,603ce42815614aaee3b8a7fa,3447838,,complete,,605c61a04e3383af4573974f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1366x768,1366x671,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667681047,25/03/2021 10:21:21,1616667680933,0,25/03/2021 10:21:20,47307,12,task-8w8s,,11304013,603ce42815614aaee3b8a7fa,3447838,,complete,,605c61a04e3383af4573974f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1366x768,1366x671,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,11816.62,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667681220,25/03/2021 10:21:21,1616667681031,0,25/03/2021 10:21:21,47307,12,task-8w8s,,11304013,603ce42815614aaee3b8a7fa,3447838,,complete,,605c61a04e3383af4573974f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1366x768,1366x671,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,101.03999999999905,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667681220,25/03/2021 10:21:21,1616667681033,0,25/03/2021 10:21:21,47307,12,task-8w8s,,11304013,603ce42815614aaee3b8a7fa,3447838,,complete,,605c61a04e3383af4573974f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 87.0,1366x768,1366x671,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,END TASK,,,,,11934,,,,,0,1,0,,,,,,
1,1616667675864,25/03/2021 10:21:15,1616667678669,2,25/03/2021 12:21:18,47307,12,task-8w8s,,11304018,6053bf6fde6781a894aa3fdf,3447809,,complete,,605c616d3ff3ac1c7b48bc69,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1360x768,1360x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667693075,25/03/2021 10:21:33,1616667695934,2,25/03/2021 12:21:35,47307,12,task-8w8s,,11304018,6053bf6fde6781a894aa3fdf,3447809,,complete,,605c616d3ff3ac1c7b48bc69,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1360x768,1360x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,17227.9,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667693277,25/03/2021 10:21:33,1616667696022,2,25/03/2021 12:21:36,47307,12,task-8w8s,,11304018,6053bf6fde6781a894aa3fdf,3447809,,complete,,605c616d3ff3ac1c7b48bc69,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1360x768,1360x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,104.02000000000044,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667693277,25/03/2021 10:21:33,1616667696033,2,25/03/2021 12:21:36,47307,12,task-8w8s,,11304018,6053bf6fde6781a894aa3fdf,3447809,,complete,,605c616d3ff3ac1c7b48bc69,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1360x768,1360x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,17364,,,,,0,1,0,,,,,,
1,1616667705733,25/03/2021 10:21:45,1616667705571,0,25/03/2021 10:21:45,47307,12,task-8w8s,,11304041,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x622,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667707276,25/03/2021 10:21:47,1616667707149,0,25/03/2021 10:21:47,47307,12,task-8w8s,,11304041,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x622,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,1549.88,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667707363,25/03/2021 10:21:47,1616667707247,0,25/03/2021 10:21:47,47307,12,task-8w8s,,11304041,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x622,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667707442,25/03/2021 10:21:47,1616667707256,0,25/03/2021 10:21:47,47307,12,task-8w8s,,11304041,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x622,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,1685,,,,,0,1,0,,,,,,
1,1616667766444,25/03/2021 10:22:46,1616667766518,-7,25/03/2021 03:22:46,47307,12,task-8w8s,,11304072,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1366x664,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667944786,25/03/2021 10:25:44,1616667943330,-7,25/03/2021 03:25:43,47307,12,task-8w8s,,11304072,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1366x664,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,176668.08000000002,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667945680,25/03/2021 10:25:45,1616667943373,-7,25/03/2021 03:25:43,47307,12,task-8w8s,,11304072,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1366x664,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667945680,25/03/2021 10:25:45,1616667943384,-7,25/03/2021 03:25:43,47307,12,task-8w8s,,11304072,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1366x664,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,176867,,,,,0,1,0,,,,,,
1,1616667794307,25/03/2021 10:23:14,1616667794196,1,25/03/2021 11:23:14,47307,12,task-8w8s,,11304093,5fcf63c45c1f7701611fb6ab,3447874,,complete,,605c61858d9cc17eb575c599,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x910,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667862632,25/03/2021 10:24:22,1616667862586,1,25/03/2021 11:24:22,47307,12,task-8w8s,,11304093,5fcf63c45c1f7701611fb6ab,3447874,,complete,,605c61858d9cc17eb575c599,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x910,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
