Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Video3DView
8,1616667427451,25/03/2021 10:17:07,1616667427775,0,25/03/2021 10:17:07,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x626,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,7,IntroScreen3Cont,Zone3,response_button_text,59998,,,Click here when you have practiced interacting with the video clip,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
9,1616667430608,25/03/2021 10:17:10,1616667430906,0,25/03/2021 10:17:10,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x626,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,8,IntroFinalScreen,Zone2,response_button_text,3103,,,Click to start,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
10,1616667431170,25/03/2021 10:17:11,1616667431400,0,25/03/2021 10:17:11,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,1,1,PreTrial,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
11,1616667479702,25/03/2021 10:17:59,1616667480003,0,25/03/2021 10:18:00,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,1,2,TrialContinue,Zone3,response_button_text,48565,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
12,1616667479887,25/03/2021 10:17:59,1616667480094,0,25/03/2021 10:18:00,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,1,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_22_x264.mp4
13,1616667480279,25/03/2021 10:18:00,1616667480593,0,25/03/2021 10:18:00,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,1,PreTrial,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
14,1616667494835,25/03/2021 10:18:14,1616667495144,0,25/03/2021 10:18:15,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,2,TrialContinue,Zone3,response_button_text,14521,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
15,1616667494929,25/03/2021 10:18:14,1616667495243,0,25/03/2021 10:18:15,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,3,PostTrial,Zone1,timelimit_screen,99.98000000001048,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_21_x264.mp4
16,1616667495459,25/03/2021 10:18:15,1616667495742,0,25/03/2021 10:18:15,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,3,1,PreTrial,fixation,fixation,500.0199999999895,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
17,1616667509689,25/03/2021 10:18:29,1616667509983,0,25/03/2021 10:18:29,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,3,2,TrialContinue,Zone3,response_button_text,14214,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
18,1616667509818,25/03/2021 10:18:29,1616667510075,0,25/03/2021 10:18:30,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,3,3,PostTrial,Zone1,timelimit_screen,99.64000000001397,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_9_x264.mp4
19,1616667510267,25/03/2021 10:18:30,1616667510576,0,25/03/2021 10:18:30,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,1,PreTrial,fixation,fixation,500.3199999999779,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
20,1616667519896,25/03/2021 10:18:39,1616667520212,0,25/03/2021 10:18:40,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,2,TrialContinue,Zone3,response_button_text,9575,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
21,1616667520036,25/03/2021 10:18:40,1616667520309,0,25/03/2021 10:18:40,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_11_x264.mp4
22,1616667520490,25/03/2021 10:18:40,1616667520808,0,25/03/2021 10:18:40,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,5,1,PreTrial,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
23,1616667536925,25/03/2021 10:18:56,1616667537228,0,25/03/2021 10:18:57,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,5,2,TrialContinue,Zone3,response_button_text,16392,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
24,1616667537003,25/03/2021 10:18:57,1616667537307,0,25/03/2021 10:18:57,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,5,3,PostTrial,Zone1,timelimit_screen,100.01999999998952,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_1_x264.mp4
25,1616667537503,25/03/2021 10:18:57,1616667537808,0,25/03/2021 10:18:57,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,6,1,PreTrial,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
26,1616667570293,25/03/2021 10:19:30,1616667570601,0,25/03/2021 10:19:30,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,6,2,TrialContinue,Zone3,response_button_text,32747,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
27,1616667570389,25/03/2021 10:19:30,1616667570689,0,25/03/2021 10:19:30,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,6,3,PostTrial,Zone1,timelimit_screen,99.97999999998137,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_2_x264.mp4
28,1616667570871,25/03/2021 10:19:30,1616667571188,0,25/03/2021 10:19:31,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,1,PreTrial,fixation,fixation,499.9800000000396,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
29,1616667580253,25/03/2021 10:19:40,1616667580479,0,25/03/2021 10:19:40,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,2,TrialContinue,Zone3,response_button_text,9265,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
30,1616667580425,25/03/2021 10:19:40,1616667580572,0,25/03/2021 10:19:40,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,3,PostTrial,Zone1,timelimit_screen,100.03999999997905,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_15_x264.mp4
31,1616667580806,25/03/2021 10:19:40,1616667581071,0,25/03/2021 10:19:41,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,8,1,PreTrial,fixation,fixation,499.9800000000396,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
32,1616667590394,25/03/2021 10:19:50,1616667590708,0,25/03/2021 10:19:50,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,8,2,TrialContinue,Zone3,response_button_text,9605,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
33,1616667590521,25/03/2021 10:19:50,1616667590805,0,25/03/2021 10:19:50,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,8,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_4_x264.mp4
34,1616667590990,25/03/2021 10:19:50,1616667591305,0,25/03/2021 10:19:51,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,9,1,PreTrial,fixation,fixation,499.9799999999814,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
35,1616667606836,25/03/2021 10:20:06,1616667607161,0,25/03/2021 10:20:07,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,9,2,TrialContinue,Zone3,response_button_text,15814,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
36,1616667606935,25/03/2021 10:20:06,1616667607255,0,25/03/2021 10:20:07,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,9,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_26_x264.mp4
37,1616667607445,25/03/2021 10:20:07,1616667607755,0,25/03/2021 10:20:07,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,10,1,PreTrial,fixation,fixation,499.9800000000396,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
38,1616667618999,25/03/2021 10:20:18,1616667619300,0,25/03/2021 10:20:19,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,10,2,TrialContinue,Zone3,response_button_text,11499,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
39,1616667619098,25/03/2021 10:20:19,1616667619386,0,25/03/2021 10:20:19,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,10,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_20_x264.mp4
40,1616667627389,25/03/2021 10:20:27,1616667627668,0,25/03/2021 10:20:27,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,12,1,1,OutroScreen,Zone2,response_button_text,8271,,,Click to continue,1,0,1,0,,,,,,3DFamOutroDisplay,,
41,1616667627453,25/03/2021 10:20:27,1616667627675,0,25/03/2021 10:20:27,47307,12,task-kpb7,,11303644,5e67bcf03f8a34063871ba27,3447791,,complete,,605c60e4542f0944a90a329a,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x768,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,,,END TASK,,,,,336879,,,,,0,1,0,,,,,,,,
1,1616667288866,25/03/2021 10:14:48,1616667287798,10.5,25/03/2021 20:44:47,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1616667296755,25/03/2021 10:14:56,1616667295757,10.5,25/03/2021 20:44:55,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,1,IntroScreen,Zone2,timelimit_screen,7005.64,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
3,1616667334211,25/03/2021 10:15:34,1616667333178,10.5,25/03/2021 20:45:33,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,2,IntroScreenCont,Zone2,response_button_text,37401,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
4,1616667346143,25/03/2021 10:15:46,1616667345164,10.5,25/03/2021 20:45:45,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,3,IntroScreen2,Zone2,timelimit_screen,11993.18,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
5,1616667348619,25/03/2021 10:15:48,1616667347632,10.5,25/03/2021 20:45:47,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,4,IntroScreen2Cont,Zone2,response_button_text,2460,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
6,1616667350606,25/03/2021 10:15:50,1616667349617,10.5,25/03/2021 20:45:49,47307,12,task-kpb7,,11303641,5f485e24b5efe81f67b89f81,3447793,,complete,,605c6180c2b84909c10116f1,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,5,IntroScreen2_5,Zone2,timelimit_screen,2001.6000000000058,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
