Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Video3DView
1,1616666451222,25/03/2021 10:00:51,1616666450941,0,25/03/2021 10:00:50,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1616666458877,25/03/2021 10:00:58,1616666458468,0,25/03/2021 10:00:58,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,1,IntroScreen,Zone2,timelimit_screen,6997.9,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
3,1616666492298,25/03/2021 10:01:32,1616666492062,0,25/03/2021 10:01:32,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,2,IntroScreenCont,Zone2,response_button_text,33525,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
4,1616666504303,25/03/2021 10:01:44,1616666504060,0,25/03/2021 10:01:44,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,3,IntroScreen2,Zone2,timelimit_screen,12001.120000000003,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
5,1616666518257,25/03/2021 10:01:58,1616666518010,0,25/03/2021 10:01:58,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,4,IntroScreen2Cont,Zone2,response_button_text,13933,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
6,1616666520266,25/03/2021 10:02:00,1616666520002,0,25/03/2021 10:02:00,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,5,IntroScreen2_5,Zone2,timelimit_screen,1994.62000000001,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
7,1616666527747,25/03/2021 10:02:07,1616666527521,0,25/03/2021 10:02:07,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,6,IntroScreen2_5Cont,Zone2,response_button_text,7488,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
8,1616666554246,25/03/2021 10:02:34,1616666554017,0,25/03/2021 10:02:34,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,7,IntroScreen3Cont,Zone3,response_button_text,26466,,,Click here when you have practiced interacting with the video clip,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
9,1616666558414,25/03/2021 10:02:38,1616666557965,0,25/03/2021 10:02:37,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1919x1006,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,8,IntroFinalScreen,Zone2,response_button_text,3936,,,Click to start,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
10,1616666558695,25/03/2021 10:02:38,1616666558447,0,25/03/2021 10:02:38,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,1,1,PreTrial,fixation,fixation,498.6399999999994,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
11,1616666567889,25/03/2021 10:02:47,1616666567658,0,25/03/2021 10:02:47,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,1,2,TrialContinue,Zone3,response_button_text,9179,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
12,1616666568030,25/03/2021 10:02:48,1616666567755,0,25/03/2021 10:02:47,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,1,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_20_x264.mp4
13,1616666568492,25/03/2021 10:02:48,1616666568254,0,25/03/2021 10:02:48,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,2,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
14,1616666574965,25/03/2021 10:02:54,1616666574748,0,25/03/2021 10:02:54,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,2,2,TrialContinue,Zone3,response_button_text,6460,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
15,1616666575071,25/03/2021 10:02:55,1616666574836,0,25/03/2021 10:02:54,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,2,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_11_x264.mp4
16,1616666575570,25/03/2021 10:02:55,1616666575335,0,25/03/2021 10:02:55,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,3,1,PreTrial,fixation,fixation,498.6399999999994,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
17,1616666582590,25/03/2021 10:03:02,1616666582356,0,25/03/2021 10:03:02,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,3,2,TrialContinue,Zone3,response_button_text,6975,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
18,1616666582682,25/03/2021 10:03:02,1616666582449,0,25/03/2021 10:03:02,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,3,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_15_x264.mp4
19,1616666583182,25/03/2021 10:03:03,1616666582948,0,25/03/2021 10:03:02,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,4,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
20,1616666589096,25/03/2021 10:03:09,1616666588733,0,25/03/2021 10:03:08,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,4,2,TrialContinue,Zone3,response_button_text,5762,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
21,1616666589162,25/03/2021 10:03:09,1616666588833,0,25/03/2021 10:03:08,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,4,3,PostTrial,Zone1,timelimit_screen,99.72000000000116,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_26_x264.mp4
22,1616666589565,25/03/2021 10:03:09,1616666589331,0,25/03/2021 10:03:09,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,5,1,PreTrial,fixation,fixation,498.6599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
23,1616666595866,25/03/2021 10:03:15,1616666595637,0,25/03/2021 10:03:15,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,5,2,TrialContinue,Zone3,response_button_text,6271,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
24,1616666595965,25/03/2021 10:03:15,1616666595731,0,25/03/2021 10:03:15,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,5,3,PostTrial,Zone1,timelimit_screen,99.74000000001979,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_22_x264.mp4
25,1616666596460,25/03/2021 10:03:16,1616666596228,0,25/03/2021 10:03:16,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,6,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
26,1616666602386,25/03/2021 10:03:22,1616666602151,0,25/03/2021 10:03:22,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,6,2,TrialContinue,Zone3,response_button_text,5901,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
27,1616666602485,25/03/2021 10:03:22,1616666602247,0,25/03/2021 10:03:22,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,6,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_9_x264.mp4
28,1616666602986,25/03/2021 10:03:22,1616666602745,0,25/03/2021 10:03:22,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,7,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
29,1616666608681,25/03/2021 10:03:28,1616666608460,0,25/03/2021 10:03:28,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,7,2,TrialContinue,Zone3,response_button_text,5679,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
30,1616666608822,25/03/2021 10:03:28,1616666608546,0,25/03/2021 10:03:28,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,7,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_21_x264.mp4
31,1616666609291,25/03/2021 10:03:29,1616666609045,0,25/03/2021 10:03:29,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,8,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
32,1616666615032,25/03/2021 10:03:35,1616666614752,0,25/03/2021 10:03:34,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,8,2,TrialContinue,Zone3,response_button_text,5660,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
33,1616666615192,25/03/2021 10:03:35,1616666614846,0,25/03/2021 10:03:34,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,8,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_2_x264.mp4
34,1616666615580,25/03/2021 10:03:35,1616666615344,0,25/03/2021 10:03:35,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,9,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
35,1616666621325,25/03/2021 10:03:41,1616666621099,0,25/03/2021 10:03:41,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,9,2,TrialContinue,Zone3,response_button_text,5726,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
36,1616666621418,25/03/2021 10:03:41,1616666621196,0,25/03/2021 10:03:41,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,9,3,PostTrial,Zone1,timelimit_screen,99.73999999999069,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_4_x264.mp4
37,1616666621919,25/03/2021 10:03:41,1616666621694,0,25/03/2021 10:03:41,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,10,1,PreTrial,fixation,fixation,498.6600000000035,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
38,1616666629532,25/03/2021 10:03:49,1616666629284,0,25/03/2021 10:03:49,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,10,2,TrialContinue,Zone3,response_button_text,7561,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
39,1616666629610,25/03/2021 10:03:49,1616666629373,0,25/03/2021 10:03:49,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,10,3,PostTrial,Zone1,timelimit_screen,99.74000000001979,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_1_x264.mp4
40,1616666652712,25/03/2021 10:04:12,1616666652483,0,25/03/2021 10:04:12,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,12,1,1,OutroScreen,Zone2,response_button_text,23100,,,Click to continue,1,0,1,0,,,,,,3DFamOutroDisplay,,
